"state_name","district_name","state_code","district_code"
"Uttar Pradesh","Kanpur",9,"157"
"Uttar Pradesh","Kanpur Dehat",9,"156"
"Uttar Pradesh","Kasganj",9,"633"
"Uttar Pradesh","Kaushambi",9,"158"
"Uttar Pradesh","Kheri",9,"159"
"Uttar Pradesh","Kushinagar",9,"160"
"Uttar Pradesh","Lalitpur",9,"161"
"Uttar Pradesh","Lucknow",9,"162"
"Uttar Pradesh","Maharajganj",9,"164"
"Uttar Pradesh","Mahoba",9,"165"
"Uttar Pradesh","Mainpuri",9,"166"
"Uttar Pradesh","Mathura",9,"167"
"Uttar Pradesh","Mau",9,"168"
"Uttar Pradesh","Meerut",9,"169"
"Uttar Pradesh","Mirzapur",9,"170"
"Uttar Pradesh","Moradabad",9,"171"
"Uttar Pradesh","Muzaffarnagar",9,"172"
"Uttar Pradesh","Pilibhit",9,"173"
"Uttar Pradesh","Pratapgarh",9,"174"
"Uttar Pradesh","Prayagraj",9,"120"
"Uttar Pradesh","Raibeareli",9,"175"
"Uttar Pradesh","Rampur",9,"176"
"Uttar Pradesh","Saharanpur",9,"177"
"Uttar Pradesh","Sambhal",9,"659"
"Uttar Pradesh","Santkabirnagar",9,"178"
"Uttar Pradesh","Shahjahanpur",9,"180"
"Uttar Pradesh","Shamli",9,"660"
"Uttar Pradesh","Shrawasti",9,"181"
"Uttar Pradesh","Siddharthnagar",9,"182"
"Uttar Pradesh","Sitapur",9,"183"
"Uttar Pradesh","Sonbhadra",9,"184"
"Uttar Pradesh","Sultanpur",9,"185"
"Uttar Pradesh","Unnao",9,"186"
"Uttar Pradesh","Varanasi",9,"187"
"Uttarakhand","Almora",5,"45"
"Uttarakhand","Bageshwar",5,"46"
"Uttarakhand","Chamoli",5,"47"
"Uttarakhand","Champawat",5,"48"
"Uttarakhand","Dehradun",5,"49"
"Uttarakhand","Haridwar",5,"50"
"Uttarakhand","Nainital",5,"51"
"Uttarakhand","Pauri Garhwal",5,"52"
"Uttarakhand","Pithoragarh",5,"53"
"Uttarakhand","Rudraprayag",5,"54"
"Uttarakhand","Tehri Garhwal",5,"55"
"Uttarakhand","Udham Singh Nagar",5,"56"
"Uttarakhand","Uttarkashi",5,"57"
"West Bengal","Alipur Duar",19,"664"
"West Bengal","Bankura",19,"305"
"West Bengal","Birbhum",19,"307"
"West Bengal","Dakshin Dinajpur",19,"310"
"West Bengal","Darjiling",19,"309"
"West Bengal","Disputed (Sahibganj, Maldah & Katihar)",0,NA
"West Bengal","Haora",19,"313"
"West Bengal","Hugli",19,"312"
"West Bengal","Jalpaiguri",19,"314"
"West Bengal","Jhargram",19,"703"
"West Bengal","Kalimpong",19,"702"
"West Bengal","Koch Bihar",19,"308"
"West Bengal","Kolkata",19,"315"
"West Bengal","Maldah",19,"316"
"West Bengal","Murshidabad",19,"319"
"West Bengal","Nadia",19,"320"
"West Bengal","North Twenty-Four Parganas",19,"303"
"West Bengal","Paschim Barddhaman",19,"704"
"West Bengal","Paschim Medinipur",19,"318"
"West Bengal","Purba Barddhaman",19,"306"
"West Bengal","Purba Medinipur",19,"317"
"West Bengal","Puruliya",19,"321"
"West Bengal","South Twenty-Four Parganas",19,"304"
"West Bengal","Uttar Dinajpur",19,"311"
